"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TMAX","TMIN"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2005-04","61.7","73.9","49.4"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2005-05","70.1","81.2","58.9"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2005-06","78.5","86.6","70.4"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2005-07","83.0","92.5","73.6"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2005-08","82.2","90.4","74.0"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2005-09","79.1","89.4","68.9"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2005-10","67.7","77.7","57.7"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2005-11","59.9","72.4","47.5"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2005-12","48.5","59.9","37.1"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2006-01","53.9","65.4","42.3"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2006-02","50.2","62.3","38.1"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2006-03","57.1","69.9","44.3"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2006-04","67.9","81.0","54.9"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2006-05","72.2","85.0","59.3"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2006-06","78.1","89.1","67.0"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2006-07","81.4","92.6","70.2"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2006-08","82.8","92.2","73.3"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2006-09","76.3","86.1","66.5"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2006-10","65.4","77.4","53.4"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2006-11","56.9","68.9","45.0"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2006-12","56.1","67.2","45.0"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2007-01","52.5","62.9","42.1"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2007-02","50.3","62.8","37.7"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2007-03","60.9","74.7","47.1"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2007-04","64.3","78.2","50.5"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2007-05","72.2","83.5","61.0"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2007-06","78.7","88.3","69.1"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2007-07","81.2","90.8","71.5"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2007-08","83.6","92.4","74.7"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2007-09","77.7","86.0","69.4"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2007-10","71.5","79.8","63.3"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2007-11","57.7","69.8","45.5"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2007-12","56.9","68.4","45.3"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2008-01","49.1","59.1","39.0"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2008-02","56.0","69.0","43.0"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2008-03","59.7","71.8","47.6"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2008-04","65.9","77.3","54.5"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2008-05","73.2","84.3","62.0"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2008-06","82.4","93.4","71.5"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2008-07","82.3","92.0","72.6"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2008-08","82.0","90.3","73.8"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2008-09","77.7","86.5","69.0"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2008-10","66.3","76.5","56.0"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2008-11","55.3","66.2","44.5"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2008-12","56.7","67.5","46.0"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2009-01","50.6","61.0","40.2"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2009-02","50.4","62.8","38.0"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2009-03","59.5","71.1","47.9"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2009-04","65.0","76.1","54.0"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2009-05","74.2","82.9","65.4"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2009-06","81.9","91.4","72.3"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2009-07","80.9","90.2","71.6"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2009-08","81.2","89.8","72.6"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2009-09","77.0","85.9","68.2"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2009-10","68.6","78.7","58.6"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2009-11","59.4","69.7","49.2"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2009-12","52.0","61.6","42.4"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2010-01","45.5","56.2","34.8"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2010-02","46.3","57.0","35.5"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2010-03","55.6","67.2","44.0"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2010-04","67.0","79.7","54.4"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2010-05","75.9","85.7","66.2"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2010-06","83.5","93.8","73.3"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2010-07","83.9","93.7","74.1"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2010-08","84.2","93.0","75.3"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2010-09","79.2","89.5","68.9"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2010-10","69.1","81.9","56.2"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2010-11","58.4","72.1","44.7"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2010-12","43.7","56.0","31.4"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2011-01","45.1","56.5","33.7"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2011-02","55.4","67.0","43.7"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2011-03","60.9","73.8","48.0"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2011-04","69.6","82.5","56.7"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2011-05","75.0","87.1","62.8"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2011-06","83.0","94.6","71.4"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2011-07","84.2","94.2","74.3"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2011-08","84.8","94.8","74.7"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2011-09","77.3","87.5","67.2"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2011-10","64.6","76.6","52.6"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2011-11","59.7","72.6","46.8"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2011-12","55.8","67.9","43.6"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2012-01","53.3","66.6","40.1"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2012-02","56.7","68.2","45.3"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2012-03","66.9","78.2","55.7"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2012-04","68.6","80.8","56.3"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2012-05","75.9","85.8","65.9"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2012-06","77.4","87.0","67.8"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2012-07","83.9","93.7","74.2"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2012-08","80.6","89.0","72.2"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2012-09","77.0","86.5","67.5"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2012-10","68.8","78.7","58.9"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2012-11","55.0","66.8","43.2"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2012-12","55.9","66.9","45.0"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2013-01","56.8","68.3","45.3"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2013-02","53.1","64.4","41.7"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2013-03","53.8","65.8","41.8"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2013-04","66.4","77.8","54.9"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2013-05","71.7","81.9","61.4"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2013-06","80.3","88.8","71.8"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2013-07","81.1","88.6","73.6"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2013-08","81.4","89.6","73.2"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2013-09","77.6","86.6","68.6"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2013-10","69.4","80.3","58.5"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2013-11","58.7","69.9","47.6"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2013-12","57.3","68.3","46.3"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2014-01","46.5","57.4","35.5"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2014-02","55.2","66.6","43.8"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2014-03","56.6","68.3","44.9"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2014-04","68.1","79.3","56.9"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2014-05","75.2","86.1","64.2"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2014-06","81.1","91.0","71.2"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2014-07","82.9","92.0","73.8"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2014-08","83.1","92.7","73.6"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2014-09","78.4","86.2","70.6"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2014-10","70.0","82.1","57.9"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2014-11","56.5","68.5","44.5"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2014-12","55.8","66.4","45.1"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2015-01","49.6","60.3","38.9"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2015-02","47.4","58.7","36.0"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2015-03","62.0","72.8","51.1"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2015-04","70.3","80.0","60.6"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2015-05","74.1","84.8","63.4"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2015-06","81.6","91.8","71.3"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2015-07","83.7","93.5","73.8"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2015-08","81.8","90.0","73.5"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2015-09","77.2","85.2","69.3"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2015-10","68.2","78.1","58.3"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2015-11","64.2","73.6","54.7"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2015-12","64.2","74.1","54.4"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2016-01","48.9","59.2","38.6"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2016-02","54.0","66.2","41.9"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2016-03","65.0","76.3","53.7"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2016-04","66.9","78.4","55.5"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2016-05","74.0","84.3","63.7"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2016-06","82.0","91.9","72.2"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2016-07","86.1","96.8","75.5"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2016-08","84.3","93.7","74.9"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2016-09","79.6","88.7","70.4"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2016-10","70.8","81.9","59.6"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2016-11","61.1","73.5","48.7"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2016-12","56.4","67.1","45.6"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2017-01","58.1","69.2","47.1"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2017-02","61.4","74.0","48.7"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2017-03","61.0","73.6","48.4"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2017-04","71.0","83.0","59.0"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2017-05","75.5","87.1","64.0"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2017-06","80.5","89.3","71.6"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2017-07","83.3","92.4","74.2"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2017-08","82.7","91.3","74.1"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2017-09","78.9","88.7","69.1"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2017-10","71.2","81.5","60.9"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2017-11","60.2","72.0","48.3"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2017-12","53.0","62.7","43.2"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2018-01","46.7","58.3","35.1"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2018-02","63.5","74.6","52.4"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2018-03","58.0","70.6","45.4"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2018-04","64.2","76.2","52.3"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2018-05","76.3","86.5","66.2"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2018-06","82.1","92.0","72.2"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2018-07","82.9","92.0","73.8"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2018-08","82.2","91.3","73.0"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2018-09","81.8","90.5","73.0"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2018-10","72.2","82.5","61.8"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2018-11","58.7","68.3","49.1"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2018-12","54.5","63.6","45.3"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2019-01","52.4","62.8","42.0"
